id,BUSINESS YEAR,STATE CODE,ISSUER NAME,ISSUER ID,SOURCE NAME,VERSION NUMBER,IMPORT DATE,BENEFIT PACKAGE ID,MARKET COVERAGE,DENTAL ONLY PLAN,TIN,STANDARD COMPONENT ID,PLAN MARKETING NAME,HIOS PRODUCT ID,HPID,NETWORK ID,SERVICE AREA ID,FORMULARY ID,IS IT A 1 PLAN,PLAN TYPE,METAL LEVEL,UNIQUE PLAN DESIGN,QHP NONQHP TYPE ID,IS NOTICE REQUIRED FOR PREGNACY,IS REFERRAL REQUIRED FOR SPECIALIST,SPECIALIST REQUIRING REFERRAL,PLAN LEVEL EXCLUSIONS,IS HSA ELIGIBLE,HSA OR HRA EMPLOYER CONTRIBUTION,HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT,CHILD ONLY OFFERING,CHILD ONLY PLAN ID,WELLNESS PROGRAM OFFERED,DISEASE MANAGEMENT PROGRAMS OFFERED,EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY,IS GUARANTEED RATE?,SPECIALITY DRUG MAXIMUM COINSURANCE,INPATIENT COPAYMENT MAXIMUM DAYS,BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS,BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS,PLAN EFFECTIVE DATE,PLAN EXPIRATION DATE,OUT OF COUNTRY COVERAGE,OUT OF COUNTRY COVERAGE DESCRIPTION,OUT OF SERVICE AREA COVERAGE,OUT OF SERVICE AREA COVERAGE DESCRIPTION,NATIONAL NETWORK,URL FOR SUMMARY OF BENEFITS COVERAGE,URL FOR ENROLLMENT PAYMENT,PLAN BROCHURE,FORMULARY URL,PLAN ID,CSR VARIATION TYPE,ISSUER ACTUARIAL VALUE,AV CALCULATOR OUTPUT NUMBER,MEDICAL DRUG DEDUCTIBLES INTEGRATED,MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED,MULTIPLE NETWORK TIERS,FIRST TIER UTILIZATION,SECOND TIER UTILIZATION,MEHB INN TIER 1 INDIVIDUAL MOOP,MEHB INN TIER 1 FAMILY MOOP,MEHB INN TIER 2 INDIVIDUAL MOOP,MEHB INN TIER 2 FAMILY MOOP,MEHB OUT OF NET INDIVIDUAL MOOP,MEHB OUT OF NET FAMILY MOOP,MEHB COMB INN OON INDIVIDUAL MOOP,MEHB COMB INN OON FAMILY MOOP,DEHB INN TIER 1 INDIVIDUAL MOOP,DEHB INN TIER 2 INDIVIDUAL MOOP,DEHB INN TIER 1 FAMILY MOOP,DEHB INN TIER 2 FAMILY MOOP,DEHB OUT OF NET INDIVIDUAL MOOP,DEHB OUT OF NET FAMILY MOOP,DEHB COMB INN OON INDIVIDUAL MOOP,DEHB COMB INN OON FAMILY MOOP,TEHB INN TIER 1 INDIVIDUAL MOOP,TEHB INN TIER 1 FAMILY MOOP,TEHB INN TIER 2 INDIVIDUAL MOOP,TEHB INN TIER 2 FAMILY MOOP,TEHB OUT OF NET INDIVIDUAL MOOP,TEHB OUT OF NET FAMILY MOOP,TEHB COMB INN OON INDIVIDUAL MOOP,TEHB COMB INN OON FAMILY MOOP,MEHB DED INN TIER1 INDIVIDUAL,MEHB DED INN TIER1 FAMILY,MEHB DED INN TIER1 COINSURNACE,MEHB DED INN TIER2 INDIVIDUAL,MEHB DED INN TIER2 FAMILY,MEHB DED INN TIER2 COINSURANCE,MEHB DED OUT OF NET INDIVIDUAL,MEHB DED OUT OF NET FAMILY,MEHB DED COMB INN OON INDIVIDUAL,MEHB DED COMB INN OON FAMILY,DEHB DED INN TIER1 INDIVIDUAL,DEHB DED INN TIER1 FAMILY,DEHB DED INN TIER1 COINSURNACE,DEHB DED INN TIER2 INDIVIDUAL,DEHB DED INN TIER2 FAMILY,DEHB DED INN TIER2 COINSURANCE,DEHB DED OUT OF NET INDIVIDUAL,DEHB DED OUT OF NET FAMILY,DEHB DED COMB INN OON INDIVIDUAL,DEHB DED COMB INN OON FAMILY,TEHB DED INN TIER 1 INDIVIDUAL,TEHB DED INN TIER 1 FAMILY,TEHB DED INN TIER 1 COINSURANCE,TEHB DED INN TIER 2 INDIVIDUAL,TEHB DED INN TIER 2 FAMILY,TEHB DED INN TIER 2 COINSURANCE,TEHB DED OUT OF NET INDIVIDUAL,TEHB DED OUT OF NET FAMILY,TEHB DED OUT COMB INN OON INDIVIDUAL,TEHB DED OUT COMB INN OON FAMILY,SBC HAVING A BABY DEDUCTIBLE,SBC HAVING A BABY COPAYMENT,SBC HAVING A BABY COINSURANCE,SBC HAVING A BABY LIMIT,SBC HAVING DIABETES DEDUCTIBLE,SBC HAVING  DIABETES COPAYMENT,SBC HAVING DIABETES COINSURANCE,SBC HAVING DIABETES LIMIT
537,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560063,Gold ST OON DEP29 FP,49526NY056,,NYN001,NYS001,NYF002,0,POS,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560063-01,Standard Gold On Exchange Plan,81%,,0,1,0,100%,,,,,,,,,,,,,,,,,,4000,$4000 per person | $8000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,600,$600 per person | $1200 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,600,1400,0,150,600,680,250,80
538,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560089,Platinum ST OON DEP25 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560089-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
539,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560089,Platinum ST OON DEP25 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560089-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
540,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560091,Platinum ST OON DEP29 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560091-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
541,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560091,Platinum ST OON DEP29 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560091-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
542,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560093,Platinum ST OON DEP25 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560093-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
543,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560093,Platinum ST OON DEP25 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560093-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
544,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560095,Platinum ST OON DEP29 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560095-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
545,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560095,Platinum ST OON DEP29 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560095-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
546,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560105,Platinum MA ST OON DEP25 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560105-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
547,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560105,Platinum MA ST OON DEP25 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560105-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
548,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560107,Platinum MA ST OON DEP29 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560107-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
549,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560107,Platinum MA ST OON DEP29 DP FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560107-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
550,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560109,Platinum MA ST OON DEP25 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560109-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
551,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560109,Platinum MA ST OON DEP25 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560109-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
552,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560111,Platinum MA ST OON DEP29 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560111-00,Standard Platinum Off Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
553,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),0,16-1105741,49526NY0560111,Platinum MA ST OON DEP29 FP,49526NY056,,NYN001,NYS001,NYF001,0,POS,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0560111-01,Standard Platinum On Exchange Plan,89%,,0,1,0,100%,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,,,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0%,,,,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,0%,,,,,per person not applicable | per group not applicable,,per person not applicable | per group not applicable,,,,,,,,,,,0,960,0,150,0,890,130,80
554,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),1,16-1105741,49526NY0470001,Blue Pediatric Dental ST OON Pediatric Dental,49526NY047,,NYN001,NYS001,,0,PPO,Low,,Both,,,,,,,,Allows Child-Only,,,,18.21,Guaranteed Rate,,,,,2016-01-01,2016-12-31,0,,1,Pays in-network participating provider allowed amount,0,,bcbswny.com/billpay,,,49526NY0470001-00,Standard Low Off Exchange Plan,69%,,,,0,100%,,,per person not applicable | per group not applicable,,,Not Applicable,per person not applicable | per group not applicable,350,$350 per person | $700 per group,,,,,,,,,,,,,,,,,,per person not applicable | per group not applicable,,,,,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_1,SHOP (Small Group),1,16-1105741,49526NY0470001,Blue Pediatric Dental ST OON Pediatric Dental,49526NY047,,NYN001,NYS001,,0,PPO,Low,,Both,,,,,,,,Allows Child-Only,,,,18.21,Guaranteed Rate,,,,,2016-01-01,2016-12-31,0,,1,Pays in-network participating provider allowed amount,0,,bcbswny.com/billpay,,,49526NY0470001-01,Standard Low On Exchange Plan,69%,,,,0,100%,,,per person not applicable | per group not applicable,,,Not Applicable,per person not applicable | per group not applicable,350,$350 per person | $700 per group,,,,,,,,,,,,,,,,,,per person not applicable | per group not applicable,,,,,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,16-1105741,49526NY0450017,Ind align Silver NS OON Dep25 tiered benefit,49526NY045,,NYN001,NYS002,NYF006,0,POS,Silver,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0450017-00,Standard Silver Off Exchange Plan,68%,,1,1,1,90%,10%,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,6450,$6450 per person | $12900 per group,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,0%,,,50%,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,2000,1620,0,150,2000,750,450,80
557,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,16-1105741,49526NY0450017,Ind align Silver NS OON Dep25 tiered benefit,49526NY045,,NYN001,NYS002,NYF006,0,POS,Silver,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0450017-01,Standard Silver On Exchange Plan,68%,,1,1,1,90%,10%,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,6450,$6450 per person | $12900 per group,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,0%,,,50%,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,2000,1620,0,150,2000,750,450,80
558,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,16-1105741,49526NY0450017,Ind align Silver NS OON Dep25 tiered benefit,49526NY045,,NYN001,NYS002,NYF006,0,POS,Silver,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0450017-02,Zero Cost Sharing Plan Variation,100%,,1,1,1,90%,10%,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0,$0 per person | $0 per group,0,$0 per person | $0 per group,0,$0 per person | $0 per group,,,,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,0%,,,0%,0,$0 per person | $0 per group,0,$0 per person | $0 per group,0,0,0,0,0,0,0,0
559,2016,NY,BlueCross BlueShield of Western New York,49526,SERFF,1,2016-02-23,Benefits_Package_2,Individual,0,16-1105741,49526NY0450017,Ind align Silver NS OON Dep25 tiered benefit,49526NY045,,NYN001,NYS002,NYF006,0,POS,Silver,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,Asthma  Heart Disease  Diabetes  Low Back Pain,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,Out of Service Area providers available at a higher cost share,0,,https://www.bcbswny.com/billpay,,http://www.bcbswny.com/nysprescriptions,49526NY0450017-03,Limited Cost Sharing Plan Variation,68%,,1,1,1,90%,10%,,,,,,,,,,,,,,,,,6450,$6450 per person | $12900 per group,6450,$6450 per person | $12900 per group,10000,$10000 per person | $20000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,2000,$2000 per person | $4000 per group,0%,,,50%,5000,$5000 per person | $10000 per group,,per person not applicable | per group not applicable,2000,1620,0,150,2000,750,450,80
