BUSINESS YEAR,STATE CODE,ISSUER NAME,ISSUER ID,SOURCE NAME,VERSION NUMBER,IMPORT DATE,BENEFIT PACKAGE ID,MARKET COVERAGE,DENTAL ONLY PLAN,TIN,STANDARD COMPONENT ID,PLAN MARKETING NAME,HIOS PRODUCT ID,HPID,NETWORK ID,SERVICE AREA ID,FORMULARY ID,IS IT A NEW PLAN,PLAN TYPE,METAL LEVEL,UNIQUE PLAN DESIGN,QHP NONQHP TYPE ID,IS NOTICE REQUIRED FOR PREGNACY,IS REFERRAL REQUIRED FOR SPECIALIST,SPECIALIST REQUIRING REFERRAL,PLAN LEVEL EXCLUSIONS,IS HSA ELIGIBLE,HSA OR HRA EMPLOYER CONTRIBUTION,HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT,CHILD ONLY OFFERING,CHILD ONLY PLAN ID,WELLNESS PROGRAM OFFERED,DISEASE MANAGEMENT PROGRAMS OFFERED,EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY,IS GUARANTEED RATE?,SPECIALITY DRUG MAXIMUM COINSURANCE,INPATIENT COPAYMENT MAXIMUM DAYS,BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS,BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS,PLAN EFFECTIVE DATE,PLAN EXPIRATION DATE,OUT OF COUNTRY COVERAGE,OUT OF COUNTRY COVERAGE DESCRIPTION,OUT OF SERVICE AREA COVERAGE,OUT OF SERVICE AREA COVERAGE DESCRIPTION,NATIONAL NETWORK,URL FOR SUMMARY OF BENEFITS COVERAGE,URL FOR ENROLLMENT PAYMENT,PLAN BROCHURE,FORMULARY URL,PLAN ID,CSR VARIATION TYPE,ISSUER ACTUARIAL VALUE,AV CALCULATOR OUTPUT NUMBER,MEDICAL DRUG DEDUCTIBLES INTEGRATED,MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED,MULTIPLE NETWORK TIERS,FIRST TIER UTILIZATION,SECOND TIER UTILIZATION,MEHB INN TIER 1 INDIVIDUAL MOOP,MEHB INN TIER 1 FAMILY MOOP,MEHB INN TIER 2 INDIVIDUAL MOOP,MEHB INN TIER 2 FAMILY MOOP,MEHB OUT OF NET INDIVIDUAL MOOP,MEHB OUT OF NET FAMILY MOOP,MEHB COMB INN OON INDIVIDUAL MOOP,MEHB COMB INN OON FAMILY MOOP,DEHB INN TIER 1 INDIVIDUAL MOOP,DEHB INN TIER 2 INDIVIDUAL MOOP,DEHB INN TIER 1 FAMILY MOOP,DEHB INN TIER 2 FAMILY MOOP,DEHB OUT OF NET INDIVIDUAL MOOP,DEHB OUT OF NET FAMILY MOOP,DEHB COMB INN OON INDIVIDUAL MOOP,DEHB COMB INN OON FAMILY MOOP,TEHB INN TIER 1 INDIVIDUAL MOOP,TEHB INN TIER 1 FAMILY MOOP,TEHB INN TIER 2 INDIVIDUAL MOOP,TEHB INN TIER 2 FAMILY MOOP,TEHB OUT OF NET INDIVIDUAL MOOP,TEHB OUT OF NET FAMILY MOOP,TEHB COMB INN OON INDIVIDUAL MOOP,TEHB COMB INN OON FAMILY MOOP,MEHB DED INN TIER1 INDIVIDUAL,MEHB DED INN TIER1 FAMILY,MEHB DED INN TIER1 COINSURNACE,MEHB DED INN TIER2 INDIVIDUAL,MEHB DED INN TIER2 FAMILY,MEHB DED INN TIER2 COINSURANCE,MEHB DED OUT OF NET INDIVIDUAL,MEHB DED OUT OF NET FAMILY,MEHB DED COMB INN OON INDIVIDUAL,MEHB DED COMB INN OON FAMILY,DEHB DED INN TIER1 INDIVIDUAL,DEHB DED INN TIER1 FAMILY,DEHB DED INN TIER1 COINSURNACE,DEHB DED INN TIER2 INDIVIDUAL,DEHB DED INN TIER2 FAMILY,DEHB DED INN TIER2 COINSURANCE,DEHB DED OUT OF NET INDIVIDUAL,DEHB DED OUT OF NET FAMILY,DEHB DED COMB INN OON INDIVIDUAL,DEHB DED COMB INN OON FAMILY,TEHB DED INN TIER 1 INDIVIDUAL,TEHB DED INN TIER 1 FAMILY,TEHB DED INN TIER 1 COINSURANCE,TEHB DED INN TIER 2 INDIVIDUAL,TEHB DED INN TIER 2 FAMILY,TEHB DED INN TIER 2 COINSURANCE,TEHB DED OUT OF NET INDIVIDUAL,TEHB DED OUT OF NET FAMILY,TEHB DED OUT COMB INN OON INDIVIDUAL,TEHB DED OUT COMB INN OON FAMILY,SBC HAVING A BABY DEDUCTIBLE,SBC HAVING A BABY COPAYMENT,SBC HAVING A BABY COINSURANCE,SBC HAVING A BABY LIMIT,SBC HAVING DIABETES DEDUCTIBLE,SBC HAVING  DIABETES COPAYMENT,SBC HAVING DIABETES COINSURANCE,SBC HAVING DIABETES LIMIT
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010001,Direct Care Platinum Connector A,88806MA001,,MAN001,MAS001,MAF001,Existing,HMO,Platinum,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010001-03,Limited Cost Sharing Plan Variation,90.14%,0.894112766,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ",per person not applicable | $4000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$540 ,$0 ,$30 ,$0 ,$900 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010003,Direct Care Gold Connector A,88806MA001,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010003-01,Standard Gold On Exchange Plan,81.56%,0.820621252,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ",per person not applicable | $6000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$500 ,per person not applicable | $1000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$500 ,$30 ,"$1,340 ",$30 ,$140 ,$820 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010003,Direct Care Gold Connector A,88806MA001,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010003-02,Zero Cost Sharing Plan Variation,100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,per person not applicable | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010003,Direct Care Gold Connector A,88806MA001,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010003-03,Limited Cost Sharing Plan Variation,81.56%,0.820621252,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ",per person not applicable | $6000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$500 ,per person not applicable | $1000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$500 ,$30 ,"$1,340 ",$30 ,$140 ,$820 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010004,Direct Care Gold Connector B,88806MA001,,MAN001,MAS001,MAF003,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010004-01,Standard Gold On Exchange Plan,81.89%,0.788036287,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",per person not applicable | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$1,000 ",per person not applicable | $2000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$1,000 ",$540 ,$0 ,$30 ,$140 ,$970 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010004,Direct Care Gold Connector B,88806MA001,,MAN001,MAS001,MAF003,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010004-02,Zero Cost Sharing Plan Variation,100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,per person not applicable | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010004,Direct Care Gold Connector B,88806MA001,,MAN001,MAS001,MAF003,Existing,HMO,Gold,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010004-03,Limited Cost Sharing Plan Variation,81.89%,0.788036287,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",per person not applicable | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$1,000 ",per person not applicable | $2000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$1,000 ",$540 ,$0 ,$30 ,$140 ,$970 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-01,Standard Silver On Exchange Plan,71.77%,0.718138635,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,850 ",per person not applicable | $13700 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",per person not applicable | $4000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,760 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-02,Zero Cost Sharing Plan Variation,100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,per person not applicable | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-03,Limited Cost Sharing Plan Variation,71.77%,0.718138635,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,850 ",per person not applicable | $13700 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",per person not applicable | $4000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,760 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-04,73% AV Level Silver Plan,73.90%,0.745149791,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,200 ",per person not applicable | $10400 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$1,750 ",per person not applicable | $3500 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,840 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-05,87% AV Level Silver Plan,86.90%,0.870761216,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,500 ",per person not applicable | $3000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$200 ,per person not applicable | $400 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$200 ,$550 ,$0 ,$30 ,$200 ,$530 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010006,Direct Care Silver Connector A,88806MA001,,MAN001,MAS001,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010006-06,94% AV Level Silver Plan,93.60%,0.925689042,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,500 ",per person not applicable | $3000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$230 ,$0 ,$30 ,$0 ,$730 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010010,Direct Care Catastrophic,88806MA001,,MAN001,MAS001,MAF007,Existing,HMO,Catastrophic,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010010-01,Standard Catastrophic On Exchange Plan,,,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,550 ",per person not applicable | $13100 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$6,550 ",per person not applicable | $13100 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$6,580 ",$0 ,$0 ,$30 ,"$5,200 ",$0 ,$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0010095,Direct Care Bronze QHD 4500 H S A,88806MA001,,MAN001,MAS001,MAF006,New,HMO,Bronze,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0010095-01,Standard Bronze On Exchange Plan,61.97%,0.617837489,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,550 ",per person not applicable | $13100 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,"$4,500 ",per person not applicable | $9000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$4,000 ","$1,010 ",$0 ,$30 ,"$4,000 ",$230 ,$0 ,$40 
